,Ticker,Attribute,Recent
1233,DISCK,Market Cap (intraday) 5,12.68B
1234,DISCK,Enterprise Value 3,29.92B
1235,DISCK,Trailing P/E,14.65
1236,DISCK,Forward P/E 1,7.56
1237,DISCK,PEG Ratio (5 yr expected) 1,0.52
1238,DISCK,Price/Sales (ttm),1.12
1239,DISCK,Price/Book (mrq),1.39
1240,DISCK,Enterprise Value/Revenue 3,2.65
1241,DISCK,Enterprise Value/EBITDA 7,7.90
1242,DISH,Market Cap (intraday) 5,23.41B
1243,DISH,Enterprise Value 3,36.07B
1244,DISH,Trailing P/E,10.65
1245,DISH,Forward P/E 1,15.19
1246,DISH,PEG Ratio (5 yr expected) 1,-0.56
1247,DISH,Price/Sales (ttm),1.30
1248,DISH,Price/Book (mrq),1.63
1249,DISH,Enterprise Value/Revenue 3,2.00
1250,DISH,Enterprise Value/EBITDA 7,8.30
1251,DLR,Market Cap (intraday) 5,40.29B
1252,DLR,Enterprise Value 3,57.94B
1253,DLR,Trailing P/E,78.76
1254,DLR,Forward P/E 1,93.42
1255,DLR,PEG Ratio (5 yr expected) 1,4.26
1256,DLR,Price/Sales (ttm),9.31
1257,DLR,Price/Book (mrq),2.40
1258,DLR,Enterprise Value/Revenue 3,13.38
1259,DLR,Enterprise Value/EBITDA 7,26.32
1260,DLTR,Market Cap (intraday) 5,21.7B
1261,DLTR,Enterprise Value 3,31.08B
1262,DLTR,Trailing P/E,15.19
1263,DLTR,Forward P/E 1,15.19
1264,DLTR,PEG Ratio (5 yr expected) 1,1.58
1265,DLTR,Price/Sales (ttm),0.84
1266,DLTR,Price/Book (mrq),3.09
1267,DLTR,Enterprise Value/Revenue 3,1.21
1268,DLTR,Enterprise Value/EBITDA 7,10.84
1269,DOV,Market Cap (intraday) 5,22.41B
1270,DOV,Enterprise Value 3,25.41B
1271,DOV,Trailing P/E,30.54
1272,DOV,Forward P/E 1,19.08
1273,DOV,PEG Ratio (5 yr expected) 1,1.60
1274,DOV,Price/Sales (ttm),3.02
1275,DOV,Price/Book (mrq),6.41
1276,DOV,Enterprise Value/Revenue 3,3.42
1277,DOV,Enterprise Value/EBITDA 7,16.79
1278,DOW,Market Cap (intraday) 5,42.23B
1279,DOW,Enterprise Value 3,59.86B
1280,DOW,Trailing P/E,21.36
1281,DOW,Forward P/E 1,9.25
1282,DOW,PEG Ratio (5 yr expected) 1,-1.36
1283,DOW,Price/Sales (ttm),0.91
1284,DOW,Price/Book (mrq),3.02
1285,DOW,Enterprise Value/Revenue 3,1.30
1286,DOW,Enterprise Value/EBITDA 7,7.31
1287,DPZ,Market Cap (intraday) 5,18.37B
1288,DPZ,Enterprise Value 3,23.65B
1289,DPZ,Trailing P/E,38.41
1290,DPZ,Forward P/E 1,30.06
1291,DPZ,PEG Ratio (5 yr expected) 1,3.09
1292,DPZ,Price/Sales (ttm),4.23
1293,DPZ,Price/Book (mrq),
1294,DPZ,Enterprise Value/Revenue 3,5.45
1295,DPZ,Enterprise Value/EBITDA 7,28.48
1296,DRE,Market Cap (intraday) 5,18.35B
1297,DRE,Enterprise Value 3,22.57B
1298,DRE,Trailing P/E,50.83
1299,DRE,Forward P/E 1,73.05
1300,DRE,PEG Ratio (5 yr expected) 1,9.85
1301,DRE,Price/Sales (ttm),17.18
1302,DRE,Price/Book (mrq),3.41
1303,DRE,Enterprise Value/Revenue 3,20.48
1304,DRE,Enterprise Value/EBITDA 7,34.99
1305,DRI,Market Cap (intraday) 5,20.39B
1306,DRI,Enterprise Value 3,24.4B
1307,DRI,Trailing P/E,
1308,DRI,Forward P/E 1,18.40
1309,DRI,PEG Ratio (5 yr expected) 1,0.65
1310,DRI,Price/Sales (ttm),2.83
1311,DRI,Price/Book (mrq),7.38
1312,DRI,Enterprise Value/Revenue 3,3.06
1313,DRI,Enterprise Value/EBITDA 7,20.22
1314,DTE,Market Cap (intraday) 5,21.81B
1315,DTE,Enterprise Value 3,41.77B
1316,DTE,Trailing P/E,15.30
1317,DTE,Forward P/E 1,19.02
1318,DTE,PEG Ratio (5 yr expected) 1,7.75
1319,DTE,Price/Sales (ttm),1.61
1320,DTE,Price/Book (mrq),1.74
1321,DTE,Enterprise Value/Revenue 3,3.08
1322,DTE,Enterprise Value/EBITDA 7,13.39
1323,DUK,Market Cap (intraday) 5,76.6B
1324,DUK,Enterprise Value 3,147.51B
1325,DUK,Trailing P/E,57.93
1326,DUK,Forward P/E 1,18.24
1327,DUK,PEG Ratio (5 yr expected) 1,3.76
1328,DUK,Price/Sales (ttm),3.19
1329,DUK,Price/Book (mrq),1.66
1330,DUK,Enterprise Value/Revenue 3,6.15
1331,DUK,Enterprise Value/EBITDA 7,13.03
1332,DVA,Market Cap (intraday) 5,11.95B
1333,DVA,Enterprise Value 3,26.33B
1334,DVA,Trailing P/E,17.39
1335,DVA,Forward P/E 1,11.66
1336,DVA,PEG Ratio (5 yr expected) 1,0.84
1337,DVA,Price/Sales (ttm),1.03
1338,DVA,Price/Book (mrq),9.65
1339,DVA,Enterprise Value/Revenue 3,2.28
1340,DVA,Enterprise Value/EBITDA 7,11.03
1341,DVN,Market Cap (intraday) 5,26.08B
1342,DVN,Enterprise Value 3,26.11B
1343,DVN,Trailing P/E,
1344,DVN,Forward P/E 1,9.56
1345,DVN,PEG Ratio (5 yr expected) 1,0.41
1346,DVN,Price/Sales (ttm),3.30
1347,DVN,Price/Book (mrq),3.11
1348,DVN,Enterprise Value/Revenue 3,3.31
1349,DVN,Enterprise Value/EBITDA 7,12.45
1350,DXC,Market Cap (intraday) 5,8.59B
1351,DXC,Enterprise Value 3,13.01B
1352,DXC,Trailing P/E,
1353,DXC,Forward P/E 1,7.96
1354,DXC,PEG Ratio (5 yr expected) 1,0.35
1355,DXC,Price/Sales (ttm),0.49
1356,DXC,Price/Book (mrq),1.69
1357,DXC,Enterprise Value/Revenue 3,0.75
1358,DXC,Enterprise Value/EBITDA 7,7.00
1359,DXCM,Market Cap (intraday) 5,52.18B
1360,DXCM,Enterprise Value 3,49.74B
1361,DXCM,Trailing P/E,103.67
1362,DXCM,Forward P/E 1,152.87
1363,DXCM,PEG Ratio (5 yr expected) 1,13.32
1364,DXCM,Price/Sales (ttm),24.05
1365,DXCM,Price/Book (mrq),27.42
1366,DXCM,Enterprise Value/Revenue 3,22.92
1367,DXCM,Enterprise Value/EBITDA 7,119.62
1368,EA,Market Cap (intraday) 5,39.03B
1369,EA,Enterprise Value 3,37.74B
1370,EA,Trailing P/E,33.55
1371,EA,Forward P/E 1,18.31
1372,EA,PEG Ratio (5 yr expected) 1,0.84
1373,EA,Price/Sales (ttm),6.82
1374,EA,Price/Book (mrq),4.92
1375,EA,Enterprise Value/Revenue 3,6.60
1376,EA,Enterprise Value/EBITDA 7,32.06
1377,EBAY,Market Cap (intraday) 5,45.79B
1378,EBAY,Enterprise Value 3,37.61B
1379,EBAY,Trailing P/E,3.80
1380,EBAY,Forward P/E 1,15.83
1381,EBAY,PEG Ratio (5 yr expected) 1,1.63
1382,EBAY,Price/Sales (ttm),4.01
1383,EBAY,Price/Book (mrq),3.58
1384,EBAY,Enterprise Value/Revenue 3,3.29
1385,EBAY,Enterprise Value/EBITDA 7,10.60
1386,ECL,Market Cap (intraday) 5,60.88B
1387,ECL,Enterprise Value 3,67.08B
1388,ECL,Trailing P/E,58.42
1389,ECL,Forward P/E 1,34.77
1390,ECL,PEG Ratio (5 yr expected) 1,2.85
1391,ECL,Price/Sales (ttm),5.02
1392,ECL,Price/Book (mrq),9.07
1393,ECL,Enterprise Value/Revenue 3,5.53
1394,ECL,Enterprise Value/EBITDA 7,25.47
1395,ED,Market Cap (intraday) 5,25.79B
1396,ED,Enterprise Value 3,50.12B
1397,ED,Trailing P/E,22.17
1398,ED,Forward P/E 1,16.18
1399,ED,PEG Ratio (5 yr expected) 1,9.07
1400,ED,Price/Sales (ttm),1.99
1401,ED,Price/Book (mrq),1.30
1402,ED,Enterprise Value/Revenue 3,3.87
1403,ED,Enterprise Value/EBITDA 7,11.19
1404,EFX,Market Cap (intraday) 5,30.85B
1405,EFX,Enterprise Value 3,34.96B
1406,EFX,Trailing P/E,43.28
1407,EFX,Forward P/E 1,28.35
1408,EFX,PEG Ratio (5 yr expected) 1,2.72
1409,EFX,Price/Sales (ttm),6.66
1410,EFX,Price/Book (mrq),8.91
1411,EFX,Enterprise Value/Revenue 3,7.54
1412,EFX,Enterprise Value/EBITDA 7,24.17
1413,EIX,Market Cap (intraday) 5,21.17B
1414,EIX,Enterprise Value 3,51.37B
1415,EIX,Trailing P/E,25.68
1416,EIX,Forward P/E 1,11.90
1417,EIX,PEG Ratio (5 yr expected) 1,3.19
1418,EIX,Price/Sales (ttm),1.50
1419,EIX,Price/Book (mrq),1.48
1420,EIX,Enterprise Value/Revenue 3,3.65
1421,EIX,Enterprise Value/EBITDA 7,10.53
1422,EL,Market Cap (intraday) 5,112.35B
1423,EL,Enterprise Value 3,114.64B
1424,EL,Trailing P/E,39.93
1425,EL,Forward P/E 1,36.73
1426,EL,PEG Ratio (5 yr expected) 1,2.62
1427,EL,Price/Sales (ttm),6.93
1428,EL,Price/Book (mrq),18.58
1429,EL,Enterprise Value/Revenue 3,7.07
1430,EL,Enterprise Value/EBITDA 7,31.01
1431,EMN,Market Cap (intraday) 5,13.87B
1432,EMN,Enterprise Value 3,19.07B
1433,EMN,Trailing P/E,43.70
1434,EMN,Forward P/E 1,10.78
1435,EMN,PEG Ratio (5 yr expected) 1,0.92
1436,EMN,Price/Sales (ttm),1.48
1437,EMN,Price/Book (mrq),2.33
1438,EMN,Enterprise Value/Revenue 3,2.04
1439,EMN,Enterprise Value/EBITDA 7,10.45
1440,EMR,Market Cap (intraday) 5,56.26B
1441,EMR,Enterprise Value 3,61B
1442,EMR,Trailing P/E,24.05
1443,EMR,Forward P/E 1,20.73
1444,EMR,PEG Ratio (5 yr expected) 1,2.01
1445,EMR,Price/Sales (ttm),3.15
1446,EMR,Price/Book (mrq),6.06
1447,EMR,Enterprise Value/Revenue 3,3.42
1448,EMR,Enterprise Value/EBITDA 7,15.40
1449,ENPH,Market Cap (intraday) 5,20.89B
1450,ENPH,Enterprise Value 3,19.56B
1451,ENPH,Trailing P/E,122.10
1452,ENPH,Forward P/E 1,56.23
1453,ENPH,PEG Ratio (5 yr expected) 1,1.98
1454,ENPH,Price/Sales (ttm),19.69
1455,ENPH,Price/Book (mrq),35.73
1456,ENPH,Enterprise Value/Revenue 3,18.44
1457,ENPH,Enterprise Value/EBITDA 7,70.87
1458,EOG,Market Cap (intraday) 5,49.95B
1459,EOG,Enterprise Value 3,51.94B
1460,EOG,Trailing P/E,26.42
1461,EOG,Forward P/E 1,10.21
1462,EOG,PEG Ratio (5 yr expected) 1,0.15
1463,EOG,Price/Sales (ttm),3.62
1464,EOG,Price/Book (mrq),2.39
1465,EOG,Enterprise Value/Revenue 3,3.76
1466,EOG,Enterprise Value/EBITDA 7,8.07
1467,EQIX,Market Cap (intraday) 5,67.75B
1468,EQIX,Enterprise Value 3,83.88B
1469,EQIX,Trailing P/E,198.33
1470,EQIX,Forward P/E 1,94.12
1471,EQIX,PEG Ratio (5 yr expected) 1,3.38
1472,EQIX,Price/Sales (ttm),10.75
1473,EQIX,Price/Book (mrq),6.36
1474,EQIX,Enterprise Value/Revenue 3,13.31
1475,EQIX,Enterprise Value/EBITDA 7,31.54
1476,EQR,Market Cap (intraday) 5,30.53B
1477,EQR,Enterprise Value 3,40.29B
1478,EQR,Trailing P/E,42.54
1479,EQR,Forward P/E 1,63.70
1480,EQR,PEG Ratio (5 yr expected) 1,9.33
1481,EQR,Price/Sales (ttm),12.56
1482,EQR,Price/Book (mrq),2.94
1483,EQR,Enterprise Value/Revenue 3,16.57
1484,EQR,Enterprise Value/EBITDA 7,27.76
1485,ES,Market Cap (intraday) 5,28.95B
1486,ES,Enterprise Value 3,48.29B
1487,ES,Trailing P/E,23.22
1488,ES,Forward P/E 1,20.60
1489,ES,PEG Ratio (5 yr expected) 1,3.62
1490,ES,Price/Sales (ttm),3.04
1491,ES,Price/Book (mrq),2.02
1492,ES,Enterprise Value/Revenue 3,5.07
1493,ES,Enterprise Value/EBITDA 7,15.20
1494,ESS,Market Cap (intraday) 5,20.95B
1495,ESS,Enterprise Value 3,27.54B
1496,ESS,Trailing P/E,51.72
1497,ESS,Forward P/E 1,65.04
1498,ESS,PEG Ratio (5 yr expected) 1,7.51
1499,ESS,Price/Sales (ttm),13.99
1500,ESS,Price/Book (mrq),3.49
1501,ESS,Enterprise Value/Revenue 3,18.40
1502,ESS,Enterprise Value/EBITDA 7,28.55
1503,ETN,Market Cap (intraday) 5,59.26B
1504,ETN,Enterprise Value 3,72.33B
1505,ETN,Trailing P/E,31.64
1506,ETN,Forward P/E 1,20.08
1507,ETN,PEG Ratio (5 yr expected) 1,1.38
1508,ETN,Price/Sales (ttm),3.10
1509,ETN,Price/Book (mrq),3.84
1510,ETN,Enterprise Value/Revenue 3,3.78
1511,ETN,Enterprise Value/EBITDA 7,22.15
1512,ETR,Market Cap (intraday) 5,20.19B
1513,ETR,Enterprise Value 3,45.3B
1514,ETR,Trailing P/E,16.37
1515,ETR,Forward P/E 1,15.79
1516,ETR,PEG Ratio (5 yr expected) 1,5.44
1517,ETR,Price/Sales (ttm),1.85
1518,ETR,Price/Book (mrq),1.85
1519,ETR,Enterprise Value/Revenue 3,4.14
1520,ETR,Enterprise Value/EBITDA 7,11.81
1521,ETSY,Market Cap (intraday) 5,26.26B
1522,ETSY,Enterprise Value 3,25.61B
1523,ETSY,Trailing P/E,59.72
1524,ETSY,Forward P/E 1,58.28
1525,ETSY,PEG Ratio (5 yr expected) 1,1.33
1526,ETSY,Price/Sales (ttm),12.22
1527,ETSY,Price/Book (mrq),49.45
1528,ETSY,Enterprise Value/Revenue 3,11.92
1529,ETSY,Enterprise Value/EBITDA 7,46.41
1530,EVRG,Market Cap (intraday) 5,14.3B
1531,EVRG,Enterprise Value 3,26.23B
1532,EVRG,Trailing P/E,17.93
1533,EVRG,Forward P/E 1,17.71
1534,EVRG,PEG Ratio (5 yr expected) 1,3.61
1535,EVRG,Price/Sales (ttm),2.62
1536,EVRG,Price/Book (mrq),1.61
1537,EVRG,Enterprise Value/Revenue 3,4.80
1538,EVRG,Enterprise Value/EBITDA 7,11.85
1539,EW,Market Cap (intraday) 5,67.34B
1540,EW,Enterprise Value 3,71.67B
1541,EW,Trailing P/E,46.89
1542,EW,Forward P/E 1,41.71
1543,EW,PEG Ratio (5 yr expected) 1,3.31
1544,EW,Price/Sales (ttm),13.67
1545,EW,Price/Book (mrq),14.42
1546,EW,Enterprise Value/Revenue 3,14.55
1547,EW,Enterprise Value/EBITDA 7,42.87
1548,EXC,Market Cap (intraday) 5,46.79B
1549,EXC,Enterprise Value 3,89.03B
1550,EXC,Trailing P/E,43.14
1551,EXC,Forward P/E 1,14.60
1552,EXC,PEG Ratio (5 yr expected) 1,-38.06
1553,EXC,Price/Sales (ttm),1.37
1554,EXC,Price/Book (mrq),1.46
1555,EXC,Enterprise Value/Revenue 3,2.56
1556,EXC,Enterprise Value/EBITDA 7,9.64
1557,EXPD,Market Cap (intraday) 5,19.3B
1558,EXPD,Enterprise Value 3,18.21B
1559,EXPD,Trailing P/E,22.70
1560,EXPD,Forward P/E 1,20.77
1561,EXPD,PEG Ratio (5 yr expected) 1,5.37
1562,EXPD,Price/Sales (ttm),1.67
1563,EXPD,Price/Book (mrq),6.28
1564,EXPD,Enterprise Value/Revenue 3,1.44
1565,EXPD,Enterprise Value/EBITDA 7,13.14
1566,EXPE,Market Cap (intraday) 5,24.94B
1567,EXPE,Enterprise Value 3,31.17B
1568,EXPE,Trailing P/E,
1569,EXPE,Forward P/E 1,25.79
1570,EXPE,PEG Ratio (5 yr expected) 1,-21.41
1571,EXPE,Price/Sales (ttm),5.89
1572,EXPE,Price/Book (mrq),23.34
1573,EXPE,Enterprise Value/Revenue 3,5.39
1574,EXPE,Enterprise Value/EBITDA 7,-50.43
1575,EXR,Market Cap (intraday) 5,22.23B
1576,EXR,Enterprise Value 3,29.03B
1577,EXR,Trailing P/E,34.08
1578,EXR,Forward P/E 1,31.35
1579,EXR,PEG Ratio (5 yr expected) 1,6.14
1580,EXR,Price/Sales (ttm),15.15
1581,EXR,Price/Book (mrq),7.60
1582,EXR,Enterprise Value/Revenue 3,19.78
1583,EXR,Enterprise Value/EBITDA 7,29.67
1584,F,Market Cap (intraday) 5,55.8B
1585,F,Enterprise Value 3,180.39B
1586,F,Trailing P/E,14.06
1587,F,Forward P/E 1,7.48
1588,F,PEG Ratio (5 yr expected) 1,0.11
1589,F,Price/Sales (ttm),0.41
1590,F,Price/Book (mrq),1.61
1591,F,Enterprise Value/Revenue 3,1.32
1592,F,Enterprise Value/EBITDA 7,17.06
1593,FANG,Market Cap (intraday) 5,18.61B
1594,FANG,Enterprise Value 3,26.86B
1595,FANG,Trailing P/E,
1596,FANG,Forward P/E 1,7.39
1597,FANG,PEG Ratio (5 yr expected) 1,0.14
1598,FANG,Price/Sales (ttm),4.51
1599,FANG,Price/Book (mrq),1.70
1600,FANG,Enterprise Value/Revenue 3,6.51
1601,FANG,Enterprise Value/EBITDA 7,12.65
1602,FAST,Market Cap (intraday) 5,29.16B
1603,FAST,Enterprise Value 3,32.44B
1604,FAST,Trailing P/E,33.62
1605,FAST,Forward P/E 1,29.68
1606,FAST,PEG Ratio (5 yr expected) 1,5.69
1607,FAST,Price/Sales (ttm),5.12
1608,FAST,Price/Book (mrq),10.46
1609,FAST,Enterprise Value/Revenue 3,5.70
1610,FAST,Enterprise Value/EBITDA 7,24.60
1611,FB,Market Cap (intraday) 5,940.74B
1612,FB,Enterprise Value 3,1.01T
1613,FB,Trailing P/E,28.43
1614,FB,Forward P/E 1,20.62
1615,FB,PEG Ratio (5 yr expected) 1,0.93
1616,FB,Price/Sales (ttm),8.98
1617,FB,Price/Book (mrq),7.05
1618,FB,Enterprise Value/Revenue 3,9.63
1619,FB,Enterprise Value/EBITDA 7,19.38
1620,FBHS,Market Cap (intraday) 5,12.85B
1621,FBHS,Enterprise Value 3,15.02B
1622,FBHS,Trailing P/E,20.94
1623,FBHS,Forward P/E 1,14.73
1624,FBHS,PEG Ratio (5 yr expected) 1,1.97
1625,FBHS,Price/Sales (ttm),1.83
1626,FBHS,Price/Book (mrq),4.20
1627,FBHS,Enterprise Value/Revenue 3,2.14
1628,FBHS,Enterprise Value/EBITDA 7,12.27
1629,FCX,Market Cap (intraday) 5,45.97B
1630,FCX,Enterprise Value 3,60.71B
1631,FCX,Trailing P/E,25.54
1632,FCX,Forward P/E 1,8.84
1633,FCX,PEG Ratio (5 yr expected) 1,0.68
1634,FCX,Price/Sales (ttm),2.43
1635,FCX,Price/Book (mrq),4.21
1636,FCX,Enterprise Value/Revenue 3,3.20
1637,FCX,Enterprise Value/EBITDA 7,7.73
1638,FDX,Market Cap (intraday) 5,58.61B
1639,FDX,Enterprise Value 3,101B
1640,FDX,Trailing P/E,19.45
1641,FDX,Forward P/E 1,9.35
1642,FDX,PEG Ratio (5 yr expected) 1,1.08
1643,FDX,Price/Sales (ttm),0.70
1644,FDX,Price/Book (mrq),2.67
1645,FDX,Enterprise Value/Revenue 3,1.20
1646,FDX,Enterprise Value/EBITDA 7,8.60
1647,FE,Market Cap (intraday) 5,19.5B
1648,FE,Enterprise Value 3,43.01B
1649,FE,Trailing P/E,14.53
1650,FE,Forward P/E 1,13.84
1651,FE,PEG Ratio (5 yr expected) 1,-8.54
1652,FE,Price/Sales (ttm),1.84
1653,FE,Price/Book (mrq),2.65
1654,FE,Enterprise Value/Revenue 3,4.05
1655,FE,Enterprise Value/EBITDA 7,11.42
1656,FFIV,Market Cap (intraday) 5,11.73B
1657,FFIV,Enterprise Value 3,11.83B
1658,FFIV,Trailing P/E,40.52
1659,FFIV,Forward P/E 1,16.51
1660,FFIV,PEG Ratio (5 yr expected) 1,1.50
1661,FFIV,Price/Sales (ttm),4.63
1662,FFIV,Price/Book (mrq),5.35
1663,FFIV,Enterprise Value/Revenue 3,4.66
1664,FFIV,Enterprise Value/EBITDA 7,22.41
1665,FIS,Market Cap (intraday) 5,74.25B
1666,FIS,Enterprise Value 3,95.58B
1667,FIS,Trailing P/E,477.40
1668,FIS,Forward P/E 1,15.87
1669,FIS,PEG Ratio (5 yr expected) 1,1.12
1670,FIS,Price/Sales (ttm),5.62
1671,FIS,Price/Book (mrq),1.50
1672,FIS,Enterprise Value/Revenue 3,7.23
1673,FIS,Enterprise Value/EBITDA 7,20.77
1674,FISV,Market Cap (intraday) 5,70.83B
1675,FISV,Enterprise Value 3,92.69B
1676,FISV,Trailing P/E,63.63
1677,FISV,Forward P/E 1,16.40
1678,FISV,PEG Ratio (5 yr expected) 1,1.10
1679,FISV,Price/Sales (ttm),4.59
1680,FISV,Price/Book (mrq),2.22
1681,FISV,Enterprise Value/Revenue 3,6.01
1682,FISV,Enterprise Value/EBITDA 7,16.89
1683,FITB,Market Cap (intraday) 5,30.27B
1684,FITB,Enterprise Value 3,37.56B
1685,FITB,Trailing P/E,15.84
1686,FITB,Forward P/E 1,13.19
1687,FITB,PEG Ratio (5 yr expected) 1,-3.60
1688,FITB,Price/Sales (ttm),3.74
1689,FITB,Price/Book (mrq),1.50
1690,FITB,Enterprise Value/Revenue 3,4.64
1691,FITB,Enterprise Value/EBITDA 7,
1692,FLT,Market Cap (intraday) 5,21.48B
1693,FLT,Enterprise Value 3,25.17B
1694,FLT,Trailing P/E,31.73
1695,FLT,Forward P/E 1,17.09
1696,FLT,PEG Ratio (5 yr expected) 1,1.35
1697,FLT,Price/Sales (ttm),8.66
1698,FLT,Price/Book (mrq),6.42
1699,FLT,Enterprise Value/Revenue 3,10.15
1700,FLT,Enterprise Value/EBITDA 7,18.78
1701,FMC,Market Cap (intraday) 5,11.5B
1702,FMC,Enterprise Value 3,14.98B
1703,FMC,Trailing P/E,22.09
1704,FMC,Forward P/E 1,11.62
1705,FMC,PEG Ratio (5 yr expected) 1,1.71
1706,FMC,Price/Sales (ttm),2.51
1707,FMC,Price/Book (mrq),3.69
1708,FMC,Enterprise Value/Revenue 3,3.20
1709,FMC,Enterprise Value/EBITDA 7,12.44
1710,FOX,Market Cap (intraday) 5,22.73B
1711,FOX,Enterprise Value 3,23.63B
1712,FOX,Trailing P/E,11.33
1713,FOX,Forward P/E 1,16.19
1714,FOX,PEG Ratio (5 yr expected) 1,2.72
1715,FOX,Price/Sales (ttm),1.83
1716,FOX,Price/Book (mrq),2.00
1717,FOX,Enterprise Value/Revenue 3,1.90
1718,FOX,Enterprise Value/EBITDA 7,7.59
1719,FOXA,Market Cap (intraday) 5,22.81B
1720,FOXA,Enterprise Value 3,26.67B
1721,FOXA,Trailing P/E,11.42
1722,FOXA,Forward P/E 1,11.99
1723,FOXA,PEG Ratio (5 yr expected) 1,1.77
1724,FOXA,Price/Sales (ttm),1.77
1725,FOXA,Price/Book (mrq),2.14
1726,FOXA,Enterprise Value/Revenue 3,2.07
1727,FOXA,Enterprise Value/EBITDA 7,8.64
1728,FRC,Market Cap (intraday) 5,35.01B
1729,FRC,Enterprise Value 3,42.13B
1730,FRC,Trailing P/E,31.02
1731,FRC,Forward P/E 1,24.82
1732,FRC,PEG Ratio (5 yr expected) 1,1.66
1733,FRC,Price/Sales (ttm),7.99
1734,FRC,Price/Book (mrq),3.15
1735,FRC,Enterprise Value/Revenue 3,9.61
1736,FRC,Enterprise Value/EBITDA 7,
1737,FRT,Market Cap (intraday) 5,9.21B
1738,FRT,Enterprise Value 3,13.82B
1739,FRT,Trailing P/E,73.17
1740,FRT,Forward P/E 1,57.26
1741,FRT,PEG Ratio (5 yr expected) 1,9.28
1742,FRT,Price/Sales (ttm),10.55
1743,FRT,Price/Book (mrq),3.96
1744,FRT,Enterprise Value/Revenue 3,15.82
1745,FRT,Enterprise Value/EBITDA 7,26.38
1746,FTNT,Market Cap (intraday) 5,49.16B
1747,FTNT,Enterprise Value 3,45.11B
1748,FTNT,Trailing P/E,101.83
1749,FTNT,Forward P/E 1,67.04
1750,FTNT,PEG Ratio (5 yr expected) 1,4.89
1751,FTNT,Price/Sales (ttm),16.89
1752,FTNT,Price/Book (mrq),46.80
1753,FTNT,Enterprise Value/Revenue 3,15.50
1754,FTNT,Enterprise Value/EBITDA 7,71.57
1755,FTV,Market Cap (intraday) 5,23.59B
1756,FTV,Enterprise Value 3,27.98B
1757,FTV,Trailing P/E,14.88
1758,FTV,Forward P/E 1,23.22
1759,FTV,PEG Ratio (5 yr expected) 1,2.70
1760,FTV,Price/Sales (ttm),4.66
1761,FTV,Price/Book (mrq),2.62
1762,FTV,Enterprise Value/Revenue 3,5.53
1763,FTV,Enterprise Value/EBITDA 7,23.24
1764,GD,Market Cap (intraday) 5,56.18B
1765,GD,Enterprise Value 3,67.42B
1766,GD,Trailing P/E,17.84
1767,GD,Forward P/E 1,15.75
1768,GD,PEG Ratio (5 yr expected) 1,2.11
1769,GD,Price/Sales (ttm),1.46
1770,GD,Price/Book (mrq),3.58
1771,GD,Enterprise Value/Revenue 3,1.75
1772,GD,Enterprise Value/EBITDA 7,13.18
1773,GE,Market Cap (intraday) 5,902.62B
1774,GE,Enterprise Value 3,151.36B
1775,GE,Trailing P/E,
1776,GE,Forward P/E 1,23.75
1777,GE,PEG Ratio (5 yr expected) 1,0.19
1778,GE,Price/Sales (ttm),11.61
1779,GE,Price/Book (mrq),26.88
1780,GE,Enterprise Value/Revenue 3,1.95
1781,GE,Enterprise Value/EBITDA 7,18.61
1782,GILD,Market Cap (intraday) 5,83.97B
1783,GILD,Enterprise Value 3,113.31B
1784,GILD,Trailing P/E,278.96
1785,GILD,Forward P/E 1,9.95
1786,GILD,PEG Ratio (5 yr expected) 1,7.81
1787,GILD,Price/Sales (ttm),3.15
1788,GILD,Price/Book (mrq),4.43
1789,GILD,Enterprise Value/Revenue 3,4.25
1790,GILD,Enterprise Value/EBITDA 7,7.95
1791,GIS,Market Cap (intraday) 5,37.16B
1792,GIS,Enterprise Value 3,50.34B
1793,GIS,Trailing P/E,16.28
1794,GIS,Forward P/E 1,15.65
1795,GIS,PEG Ratio (5 yr expected) 1,3.15
1796,GIS,Price/Sales (ttm),2.03
1797,GIS,Price/Book (mrq),3.84
1798,GIS,Enterprise Value/Revenue 3,2.75
1799,GIS,Enterprise Value/EBITDA 7,12.32
1800,GL,Market Cap (intraday) 5,9.35B
1801,GL,Enterprise Value 3,11.05B
1802,GL,Trailing P/E,13.29
1803,GL,Forward P/E 1,10.77
1804,GL,PEG Ratio (5 yr expected) 1,1.74
1805,GL,Price/Sales (ttm),1.88
1806,GL,Price/Book (mrq),1.08
1807,GL,Enterprise Value/Revenue 3,2.23
1808,GL,Enterprise Value/EBITDA 7,10.49
1809,GLW,Market Cap (intraday) 5,30.75B
1810,GLW,Enterprise Value 3,37.66B
1811,GLW,Trailing P/E,25.61
1812,GLW,Forward P/E 1,14.98
1813,GLW,PEG Ratio (5 yr expected) 1,0.77
1814,GLW,Price/Sales (ttm),2.34
1815,GLW,Price/Book (mrq),2.51
1816,GLW,Enterprise Value/Revenue 3,2.87
1817,GLW,Enterprise Value/EBITDA 7,10.34
1818,GM,Market Cap (intraday) 5,77.64B
1819,GM,Enterprise Value 3,172.23B
1820,GM,Trailing P/E,8.64
1821,GM,Forward P/E 1,7.85
1822,GM,PEG Ratio (5 yr expected) 1,0.62
1823,GM,Price/Sales (ttm),0.56
1824,GM,Price/Book (mrq),1.55
1825,GM,Enterprise Value/Revenue 3,1.23
1826,GM,Enterprise Value/EBITDA 7,8.52
1827,GNRC,Market Cap (intraday) 5,25.35B
1828,GNRC,Enterprise Value 3,25.97B
